job_name,company_name,location,exp_level,exp_years,skills
IDM Senior Buyer,Ahram Security Group,10th of Ramadan City,Full Time,Experienced,3 - 7 Yrs of Exp
Product Specialist,Ahram Security Group,Heliopolis,Full Time,Experienced,3 - 7 Yrs of Exp
Customer Support - English- French Bilingual,Intouch CX ,Maadi,Full Time,Experienced,1 - 4 Yrs of Exp
Personnel Specialist,Confidential,Qalyub,Full Time,Experienced,1 - 3 Yrs of Exp
Community Officer,Cultiv,Bourj Alarab,Full Time,Experienced,2 - 4 Yrs of Exp
Telesales Representative,Aero Business,New Cairo,Full Time,Entry Level,0 - 5 Yrs of Exp
IT HELPDESK SUPPORT,Rashed Abdul Rahman Al Rashed & Sons Group,Riyadh,Full Time,Entry Level,Installation/Maintenance/Repair
Junior Accountant,constrade,New Cairo,Full Time,Experienced,1 - 2 Yrs of Exp
English Instructor - Nasr City Branch,SYE English Community,Nasr City,Full Time,Experienced,2+ Yrs of Exp
English Instructor - Online,SYE English Community,Dokki,Part Time,Experienced,1+ Yrs of Exp
Junior Automation Engineer,Soulintec ,Smouha,Full Time,Experienced,1 - 3 Yrs of Exp
Marketing Manager,Confidential,Cairo,Full Time,Manager,10 - 15 Yrs of Exp
Cashier,Emaar ,North Coast,Internship,Student,Accounting/Finance
Store Manager,Middle east tags,Heliopolis,Full Time,Manager,2 - 5 Yrs of Exp
Electrical Maintenance Engineer - Sadat City,Sphinx Glass,Alsadat City,Full Time,Experienced,3 - 6 Yrs of Exp
Director of Operations,Mosanada FMS,Doha,Full Time,Manager,Operations/Management
Production Planner Engineer,Selah ElTelmeez For Publishing & printing,Obour City,Full Time,Experienced,4 - 6 Yrs of Exp
UI / UX Designer,RS,Cairo,Full Time,Experienced,3 - 6 Yrs of Exp
QA Compliance Section Head,Al Andalous Pharmaceutical Industries,6th of October,Full Time,Experienced,8 - 10 Yrs of Exp
Data Analysis Internship,Allianz,New Cairo,Internship,Entry Level,0 - 1 Yrs of Exp
Content Creator,RS,Cairo,Full Time,Experienced,3 - 8 Yrs of Exp
Corporate Sales Account Manager - Hybrid,WUZZUF,Maadi,Full Time,Experienced,3+ Yrs of Exp
Senior SEO Strategist - Part Time,WUZZUF,Cairo,Part Time,Experienced,5+ Yrs of Exp
Senior Product Designer,WUZZUF,Maadi,Full Time,Experienced,5+ Yrs of Exp
Assistant Executive Manager,Confidential,Heliopolis,Full Time,Experienced,1 - 3 Yrs of Exp
Application support / Data entry,Below the line ,Sheikh Zayed,Full Time,Entry Level,0 - 1 Yrs of Exp
HR Specialist,EL KHETA,San Stefano,Full Time,Entry Level,1 - 3 Yrs of Exp
senior interior design,linez,New Cairo,Full Time,Experienced,5 - 8 Yrs of Exp
Human Resources Generalist,Dr Scent Egypt,Sheraton,Full Time,Experienced,2+ Yrs of Exp
Export Logistics Coordinator,EGIC,Manial,Full Time,Entry Level,1 - 2 Yrs of Exp
Sales Representative,Shotech For all Security Systems & Smart Solutions.,New Nozha,Full Time,Experienced,3 - 6 Yrs of Exp
Talent Acquisition Specialist,Confidential,Maadi,Full Time,Experienced,4 - 6 Yrs of Exp
SR. Technical Office Engineer – Architectural (Beni Suef),Al Marasem Group,New Cairo,Full Time,Experienced,4 - 6 Yrs of Exp
Parts Manager - Automotive,Nour Eldin Elsherif for Trading vehicles,Katameya,Full Time,Manager,7 - 10 Yrs of Exp
Sales Teamleader,Elegant For Readymade Garment,Mohandessin,Full Time,Experienced,2 - 7 Yrs of Exp
Inventory Accountant,Outservingplus,Giza,Full Time,Experienced,4 - 5 Yrs of Exp
Customer Experience Manager,InstaShop,Katameya,Full Time,Manager,1 - 3 Yrs of Exp
AP Accountant,Sky logistics,Sheikh Zayed,Full Time,Experienced,2 - 5 Yrs of Exp
Telesales Executive,Confidential,Dokki,Full Time,Experienced,1 - 2 Yrs of Exp
cost accountant,Confidential,Obour City,Full Time,Entry Level,2 - 3 Yrs of Exp
General Accountant,Outservingplus,Giza,Full Time,Experienced,4 - 5 Yrs of Exp
Sales Representative,Elegant For Readymade Garment,Mohandessin,Full Time,Entry Level,0 - 5 Yrs of Exp
COOP - Accountant,H. M. Al Rugaib & Sons Trading Co.,Riyadh,Full Time,Not specified,Business Development
senior quality Assurance Specialist,Algoriza,Giza,Full Time,Experienced,5 - 7 Yrs of Exp
Senior Legal Associate,Statements Consulting,Sheraton,Full Time,Experienced,7 - 10 Yrs of Exp
Cost Accountant / Furniture and wooden industry,Outservingplus,Giza,Full Time,Experienced,4 - 6 Yrs of Exp
Senior Full stack Web Developer C # / ASP.NET - F or M,iucon Egypt,Dokki,Full Time,Experienced,2 - 5 Yrs of Exp
Customer Care Representative (UK Account) - Cairo & Alexandria - WFH,_VOIS Egypt,Cairo,Full Time,Entry Level,Customer Service/Support
Travel Manager ( OTA ),Trippify Travel,Heliopolis,Full Time,Manager,8 - 10 Yrs of Exp
HR Officer - Mostord,Ibn Sina Pharma,Musturad,Full Time,Experienced,1 - 2 Yrs of Exp
Arch BIM Coordinator,Vital Konzept,Maadi,Full Time,Experienced,3+ Yrs of Exp
Senior Interior Designer,Linez,New Cairo,Full Time,Experienced,7 - 10 Yrs of Exp
HR Officer - Menya,Ibn Sina Pharma,Menia,Full Time,Experienced,1 - 2 Yrs of Exp
Mechanical Draftsman,Vital Konzept,Maadi,Full Time,Experienced,6 - 10 Yrs of Exp
HR Officer,Ibn Sina Pharma,Heliopolis,Full Time,Entry Level,1 - 3 Yrs of Exp
IT Infrastructure Senior Engineer,Wadi Degla Clubs Company,Maadi,Full Time,Experienced,5 - 8 Yrs of Exp
French Customer support,Majorel Egypt,Katameya,Full Time,Entry Level,Customer Service/Support
Senior Sales Director Middle East & Africa (Based in KSA),NetApp,Riyadh,Full Time,Manager,IT/Software Development
Key Account Manager,Athear,Cairo,Full Time,Experienced,3 - 5 Yrs of Exp
HVAC Design Engineer,Orient Egypt,Dokki,Full Time,Experienced,3 - 6 Yrs of Exp
Full Stack Developer,Viavi Solutions,Maadi,Full Time,Experienced,3 - 6 Yrs of Exp
Marketing Specialist,Confidential,Gharbia,Full Time,Experienced,3 - 5 Yrs of Exp
Pre-Sales Team Leader,CAD&GIS,Cairo,Full Time,Manager,5 - 10 Yrs of Exp
IT Infrastructure Engineer,Wadi Degla Clubs Company,Maadi,Full Time,Experienced,2 - 5 Yrs of Exp
Sales Engineer,Petrotech International Company,Cairo,Full Time,Entry Level,1 - 3 Yrs of Exp
Paymaster,City Centre Rotana,Doha,Full Time,Not specified,Accounting/Finance
Administrator,Maximus KSA | ماكسيموس السعودية,Makkah,Full Time,Not specified,Administration
Export Sales Specialist ( Pharma Background ),Egyptian Company for Cosmetics,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp
Marketing Coordinator,Middle east tags,Heliopolis,Full Time,Experienced,1 - 3 Yrs of Exp
Office Manager,Maximus KSA | ماكسيموس السعودية,Makkah,Full Time,Not specified,Accounting/Finance
Real Estate Property Consultant,سهم البورصة,Sheikh Zayed,Full Time,Experienced,3 - 5 Yrs of Exp
QNB2918-Senior Associate Private Banking Special Accounts (Qatarization),QNB Group,Doha,Full Time,Experienced,Accounting/Finance
Document Controller,TIC,Cairo,Full Time,Experienced,3 - 6 Yrs of Exp
QNB2920-Senior Associate Cards Issuance (Qatarization),QNB Group,Doha,Full Time,Experienced,Accounting/Finance
Sales Manager,SulleX,Mokattam,Full Time,Manager,5 - 10 Yrs of Exp
Site Engineer,Confidential,Cairo,Full Time,Entry Level,1 - 5 Yrs of Exp
QNB2921-Associate Cheque Management (Qatarization),QNB Group,Doha,Full Time,Entry Level,Accounting/Finance
QA Specialist - Global Advanced Pharmaceutical (GAP) -(Pharmaceutical Industry),Global Napi Pharmaceuticals,6th of October,Full Time,Experienced,1 - 2 Yrs of Exp
QNB2691-Executive Secretary,QNB Group,Doha,Full Time,Entry Level,Accounting/Finance
Human Resources Generalist,UNI Power,6th of October,Full Time,Experienced,3 - 6 Yrs of Exp
Admin Assistant,Turner & Townsend,Riyadh,Full Time,Experienced,Administration
Senior Planning Engineer,United Engineering For Construction (UECC),Alamein,Full Time,Experienced,5 - 7 Yrs of Exp
Property Consultant Real Estate,TEG Real Estate,Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Utility Engineer,Citadel Pharma Industries,Cairo,Full Time,Experienced,4 - 7 Yrs of Exp
Medical Representative,Helian company,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp
Restaurant Manager,RAMW,Giza,Full Time,Manager,10 - 15 Yrs of Exp
CEO Assistant,Hamza Group,Dokki,Full Time,Experienced,5 - 7 Yrs of Exp
Recruitment Specialist,Selah ElTelmeez For Publishing & printing,Obour City,Full Time,Experienced,2 - 5 Yrs of Exp
Site Supervisor,Albonian Alarabi,Cairo,Full Time,Senior Management,3 - 10 Yrs of Exp
Sales Representatives (Females),jmskef,Abbassia,Full Time,Experienced,2 - 4 Yrs of Exp
Administrative Assistant,jmskef,Abbassia,Full Time,Experienced,2 - 3 Yrs of Exp
Sales Representatives,jmskef,Abbassia,Full Time,Experienced,2 - 4 Yrs of Exp
Maintenance Engineer,Gcrystal,6th of October,Full Time,Experienced,5 - 7 Yrs of Exp
Accounting Clerk,Helian company,Nasr City,Full Time,Entry Level,1 - 3 Yrs of Exp
Senior site engineer - Alex,Confidential,Azarita,Full Time,Experienced,5 - 7 Yrs of Exp
Personnel Specialist,GPS,Heliopolis,Full Time,Entry Level,3 - 5 Yrs of Exp
Accounts Payable Supervisor,Confidential,Dokki,Full Time,Experienced,4 - 6 Yrs of Exp
Accounting Manager,TECTRA,Mohandessin,Full Time,Manager,0 - 5 Yrs of Exp
Receptionist,Elgabry,Sheikh Zayed,Full Time,Entry Level,0 - 2 Yrs of Exp
Social Media Moderator,Movibilecases,Haram,Full Time,Entry Level,1 - 3 Yrs of Exp
Senior Dynamics365 F&O Functional Consultant & Senior Dynamics365 F&O System Administrator,Eqlaa,Riyadh,Full Time,Manager,5 - 7 Yrs of Exp
HR Manager,Kandil Industries,Nasr City,Full Time,Experienced,10 - 20 Yrs of Exp
Real Estate Sales Agent,Platinum for real estate ,Sheikh Zayed,Full Time,Entry Level,1+ Yrs of Exp
Local Purchasing Specialist,Confidential,10th of Ramadan City,Full Time,Experienced,3 - 6 Yrs of Exp
Tourism Sales-B2B ( out door ),African Queen Travel ,Heliopolis,Full Time,Entry Level,1 - 3 Yrs of Exp
Sales Executive,Tam Group,Nasr City,Full Time,Experienced,2 - 5 Yrs of Exp
Marketing Executive,noon,Makkah,Full Time,Entry Level,Marketing/PR/Advertising
Senior Project Engineer,UNI Power,6th of October,Full Time,Experienced,5 - 10 Yrs of Exp
Accountant,UNIVERSAL GROUP SHIPPING & CUSTOMER SERV.,Sheraton,Full Time,Experienced,2 - 15 Yrs of Exp
Accountant Business Analyst,UNIVERSAL GROUP SHIPPING & CUSTOMER SERV.,Sheraton,Full Time,Experienced,6 - 20 Yrs of Exp
Logistic Executive,UNIVERSAL GROUP SHIPPING & CUSTOMER SERV.,Sheraton,Full Time,Experienced,1 - 5 Yrs of Exp
Sourcing Executive,Confidential,Riyadh,Full Time,Experienced,2 - 5 Yrs of Exp
Export Sales Specialist,Madar plus,Obour City,Full Time,Entry Level,1 - 3 Yrs of Exp
Export Manager,Madar plus,Obour City,Full Time,Manager,7 - 10 Yrs of Exp
Sales Specialist,Confidential,New Cairo,Full Time,Experienced,2 - 4 Yrs of Exp
Procurement Specialist,Confidential,New Cairo,Full Time,Experienced,2 - 4 Yrs of Exp
Sales Supervisor,Madar plus,Obour City,Full Time,Experienced,5 - 7 Yrs of Exp
QNB2919-Senior Associate Accounts Management (Qatarization),QNB Group,Doha,Full Time,Experienced,Medical/Healthcare
Junior Sales Engineer,Turbo Egypt Compression,Heliopolis,Full Time,Experienced,1 - 3 Yrs of Exp
Junior Planning Engineer,Delta Egypt For Lighting ,Obour City,Full Time,Entry Level,1 - 2 Yrs of Exp
Sales Executive - RTX Shipping,Dynamic Technology,Nasr City,Full Time,Experienced,1 - 5 Yrs of Exp
Quality Control Engineer,Mobica,Dokki,Full Time,Experienced,5 - 8 Yrs of Exp
Senior Sales Engineer,Turbo Egypt Compression,Heliopolis,Full Time,Experienced,4 - 6 Yrs of Exp
Outdoor Sales Executive,Nardops,Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
Senior Sales Executive (Outdoor).,Nardops,Cairo,Full Time,Experienced,4 - 5 Yrs of Exp
Foreign Purchasing Specialist,Egypt Kuwait Holding,10th of Ramadan City,Full Time,Experienced,2 - 3 Yrs of Exp
Full Stack Developer,SGS-UAE,Smouha,Full Time,Senior Management,4 - 5 Yrs of Exp
Senior Treasury Accountant,Turbo Egypt Compression,Heliopolis,Full Time,Experienced,2 - 4 Yrs of Exp
Administrative Executive,Confidential,Heliopolis,Full Time,Experienced,4 - 5 Yrs of Exp
Senior Media Buyer,Vendedor Agency,New Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
Senior Sales Executive,Confidential,Jeddah,Full Time,Experienced,5 - 10 Yrs of Exp
MYP English Teacher,Leaders International College,New Cairo,Full Time,Experienced,3+ Yrs of Exp
Conversation English Instructor,LTS English Courses ,Nasr City,Full Time,Entry Level,2 - 4 Yrs of Exp
Conversation Classes instructor,LTS English Courses ,Nasr City,Full Time,Entry Level,2 - 4 Yrs of Exp
Property Advisor,The Address Investment Wealth,New Cairo,Full Time,Entry Level,0 - 1 Yrs of Exp
Property Consultant,The Address Investment Wealth,New Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
Cost Accountant,Confidential,Heliopolis,Full Time,Experienced,7 - 8 Yrs of Exp
Senior Sales Account Manager,Link Datacenter,Giza,Full Time,Entry Level,1 - 3 Yrs of Exp
Administrative Assistant - Secretary,Partner & More,Riyadh,Full Time,Experienced,2 - 3 Yrs of Exp
Supply Chain Manager,Future Harvest for Food Industries شركة قطاف المستقبل لصناعات الغذائية,Riyadh,Full Time,Experienced,Logistics/Supply Chain
Digital Marketing Specialist,Atum Egypt,Maadi,Full Time,Experienced,2 - 4 Yrs of Exp
Senior Production Engineer,BariQ,Giza,Full Time,Experienced,3 - 5 Yrs of Exp
WordPress Content Writing,Alexandria For Programming,Bolkly,Internship,Entry Level,0 - 1 Yrs of Exp
Flutter Developer - Internship- Remotely,Alexandria For Programming,Bolkly,Internship,Entry Level,0 - 1 Yrs of Exp
.Net core C# - Internship,Alexandria For Programming,Bolkly,Internship,Entry Level,0 - 1 Yrs of Exp
Node JS/Nest.sj- Backend Developer - internship - remotely,Alexandria For Programming,Alexandria,Internship,Entry Level,0 - 1 Yrs of Exp
Social Media Coordinator,Confidential,Cairo,Full Time,Entry Level,1 - 2 Yrs of Exp
PHP & WordPress - internship,Alexandria For Programming,Bolkly,Internship,Student,0 - 1 Yrs of Exp
Next.js 14 - Front-end developer - internship,Alexandria For Programming,Bolkly,Internship,Entry Level,0 - 1 Yrs of Exp
Angular.js - internship - Remotely,Alexandria For Programming,Bolkly,Internship,Entry Level,0 - 1 Yrs of Exp
Product Owner - internship - Remotely,Alexandria For Programming,Bolkly,Internship,Entry Level,0 - 1 Yrs of Exp
Real Estate Advisor,The Address Investments for Real Estate Consultancy,Cairo,Full Time,Entry Level,0 - 2 Yrs of Exp
Managing Principal - Process Excellence,Capco,Riyadh,Full Time,Manager,Administration
Telesales Representative & Data Collector,Diamond,Haram,Full Time,Experienced,3 - 5 Yrs of Exp
Project Engineering Manager,keva architects,Cairo,Full Time,Manager,7 - 10 Yrs of Exp
Tax Accountant,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,2 - 3 Yrs of Exp
Clinical Pharmacist,DallahHealth,Riyadh,Full Time,Student,R&D/Science
Accounts Receivable Specialist,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,2 - 3 Yrs of Exp
Accounts Payable Specialist,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,2 - 3 Yrs of Exp
Work From Home Search Analyst Saudi Arabia,TELUS International AI Data Solutions,Riyadh,Part Time,Entry Level,IT/Software Development
General Accountant,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,1 - 3 Yrs of Exp
BackEnd .Net Core Developer - (Part-Time ),Alexandria For Programming,Bolkly,Full Time,Entry Level,1 - 3 Yrs of Exp
Mechanical Technical Office Engineer,Seoudi Supermarket,Sheikh Zayed,Full Time,Entry Level,1 - 3 Yrs of Exp
Business Analyst,Mustashar Accelerator,Riyadh,Full Time,Entry Level,IT/Software Development
Drafter,EuroTech ME,Riyadh,Full Time,Entry Level,Engineering - Construction/Civil/Architecture
Financial Advisor ( Call Center Agent ),Concentrix + Webhelp,New Cairo,Full Time,Entry Level,0 - 3 Yrs of Exp
Senior Social Media Specialist,Procrew,San Stefano,Full Time,Experienced,3 - 5 Yrs of Exp
Human Resources Generalist,Deals Outsourcing ,Maadi,Full Time,Experienced,3 - 5 Yrs of Exp
Recruitment Specialist,Deals Outsourcing ,Maadi,Full Time,Experienced,1 - 3 Yrs of Exp
HR and Admin manager,Informatique Education,Nasr City,Full Time,Manager,10 - 15 Yrs of Exp
Talent Acquisition Supervisor,Retal,Riyadh,Full Time,Experienced,Business Development
Full Stack Developer,Makouk,Cairo,Full Time,Experienced,6+ Yrs of Exp
Junior Accountant,Alusolutions,New Cairo,Full Time,Experienced,2 - 5 Yrs of Exp
IT Technical Support,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,2 - 3 Yrs of Exp
AdFirst | Virtual Assistant (Email Sending),Confidential,Bath,Full Time,Entry Level,Administration
Eyewear & Contact Lenses Material Planner,Sky Medical for Medical Devices,Mohandessin,Full Time,Experienced,2 - 4 Yrs of Exp
Accountant,Confidential,Heliopolis,Full Time,Entry Level,1 - 3 Yrs of Exp
Payroll Specialist,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,2 - 3 Yrs of Exp
Chief Accounting Officer,NOK for Human Capital Solutions,Maadi,Full Time,Manager,7 - 10 Yrs of Exp
Talent Acquisition Specialist,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,2 - 3 Yrs of Exp
Senior Communications Specialist,Acorn Strategy,Dubai,Full Time,Experienced,Human Resources
