,Unnamed: 0.1,Unnamed: 0,id,carat,cut,color,clarity,depth,table,x,y,z,price
37445,37445,66661,66661,0.41,Ideal,F,VS1,61.1,56.0,4.77,4.81,2.93,1007
37446,37446,43736,43736,0.91,Very Good,E,SI1,62.4,59.0,6.13,6.18,3.84,3878
37447,37447,112504,112504,2.19,Premium,J,SI1,59.6,60.0,8.43,8.36,5.01,12823
37448,37448,129755,129755,1.04,Very Good,J,VS1,62.5,59.0,6.45,6.49,4.04,4744
37449,37449,149023,149023,1.0,Very Good,D,SI1,62.5,55.0,6.34,6.42,3.99,5804
37450,37450,21358,21358,0.75,Premium,J,SI2,61.2,60.0,5.89,5.85,3.59,1826
37451,37451,139411,139411,1.34,Ideal,H,VS2,61.8,55.0,7.09,7.03,4.36,8279
37452,37452,168648,168648,0.91,Good,D,SI2,63.9,58.0,6.12,6.08,3.9,3419
37453,37453,81180,81180,0.33,Ideal,I,IF,61.5,56.0,4.43,4.45,2.73,921
37454,37454,78976,78976,1.02,Ideal,F,VS1,61.6,58.0,6.45,6.48,3.97,6441
37455,37455,148728,148728,2.05,Ideal,H,SI2,61.2,58.0,8.22,8.18,5.02,17028
37456,37456,163344,163344,0.33,Ideal,H,VS1,61.9,55.0,4.47,4.45,2.75,743
37457,37457,57762,57762,1.01,Good,F,SI2,63.7,58.0,6.37,6.4,4.06,3718
37458,37458,181244,181244,1.01,Premium,G,VVS2,61.6,58.0,6.46,6.39,3.96,8701
37459,37459,5055,5055,0.7,Ideal,E,SI1,61.1,56.0,5.78,5.76,3.52,2822
37460,37460,152083,152083,2.2,Premium,I,SI1,60.2,60.0,8.44,8.48,5.1,18120
37461,37461,49661,49661,0.71,Good,J,SI1,64.0,57.0,5.67,5.65,3.62,1061
37462,37462,142281,142281,0.9,Premium,G,VS1,61.4,58.0,6.14,6.21,3.8,4451
37463,37463,29667,29667,1.05,Ideal,H,SI2,61.9,56.0,6.52,6.56,4.05,4782
37464,37464,20825,20825,0.84,Ideal,E,SI2,62.0,57.0,6.06,6.09,3.76,3190
37465,37465,16763,16763,1.27,Premium,H,SI1,61.7,57.0,6.96,6.91,4.27,6215
37466,37466,33078,33078,1.02,Ideal,G,SI2,61.8,57.0,6.49,6.46,3.99,4476
37467,37467,192173,192173,0.71,Premium,D,SI1,62.9,56.0,5.8,5.77,3.63,2719
37468,37468,70993,70993,2.03,Very Good,E,SI2,63.7,59.0,7.99,8.03,5.14,17759
37469,37469,82385,82385,1.18,Ideal,H,SI2,60.9,54.0,6.88,6.79,4.16,5006
37470,37470,191685,191685,0.9,Good,E,SI2,62.1,63.0,6.12,6.08,3.78,3273
37471,37471,2103,2103,2.06,Premium,G,SI2,61.0,59.0,8.26,8.21,5.04,11976
37472,37472,89136,89136,1.62,Ideal,I,SI1,62.2,54.0,7.56,7.51,4.69,9298
37473,37473,38267,38267,0.81,Ideal,G,VS2,61.5,57.0,5.94,5.97,3.66,3296
37474,37474,11459,11459,0.5,Premium,G,VS1,60.1,60.0,5.14,5.18,3.1,1607
37475,37475,7728,7728,1.11,Ideal,I,VS2,62.4,55.0,6.64,6.6,4.13,4860
37476,37476,181614,181614,0.31,Ideal,F,IF,61.5,55.0,4.36,4.4,2.69,886
37477,37477,88674,88674,1.0,Very Good,G,SI1,63.1,58.0,6.38,6.33,4.01,4997
37478,37478,185940,185940,1.05,Ideal,D,SI2,60.1,57.0,6.55,6.64,3.97,5358
37479,37479,23973,23973,0.32,Ideal,E,VS2,61.8,55.0,4.44,4.41,2.73,872
37480,37480,82294,82294,0.3,Ideal,G,VVS1,61.2,57.0,4.32,4.34,2.64,764
37481,37481,169017,169017,1.0,Good,F,SI1,63.9,57.0,6.32,6.28,4.03,4924
37482,37482,164928,164928,1.02,Premium,D,SI1,62.5,59.0,6.41,6.45,4.02,5183
37483,37483,70356,70356,1.23,Ideal,G,SI1,62.5,56.0,6.84,6.81,4.27,6665
37484,37484,175007,175007,1.06,Premium,H,VS2,61.6,58.0,6.6,6.53,4.05,5620
37485,37485,169051,169051,1.34,Ideal,J,SI2,61.3,56.0,7.11,7.13,4.35,3920
37486,37486,128229,128229,0.59,Ideal,H,VVS1,61.7,56.0,5.37,5.42,3.33,2092
37487,37487,108934,108934,0.34,Premium,G,VS2,60.6,58.0,4.53,4.51,2.74,765
37488,37488,35900,35900,0.34,Very Good,G,VS2,60.5,58.0,4.52,4.55,2.74,599
37489,37489,143881,143881,0.3,Ideal,F,SI1,62.1,55.0,4.29,4.35,2.68,475
37490,37490,24968,24968,0.38,Ideal,F,VS2,61.8,57.0,4.66,4.68,2.88,873
37491,37491,121333,121333,0.51,Ideal,G,VS2,61.4,56.0,5.16,5.14,3.16,1439
37492,37492,125333,125333,0.41,Ideal,E,VVS1,61.8,55.0,4.79,4.79,2.96,1323
37493,37493,141667,141667,0.31,Very Good,H,VVS2,62.9,58.0,4.22,4.27,2.67,625
37494,37494,34132,34132,0.34,Ideal,I,IF,61.9,55.0,4.5,4.52,2.79,696
37495,37495,131722,131722,0.3,Very Good,G,VS1,62.8,56.0,4.28,4.3,2.69,776
37496,37496,153662,153662,0.54,Very Good,G,VVS2,61.9,56.0,5.21,5.24,3.23,1996
37497,37497,153103,153103,0.71,Ideal,D,SI1,61.8,55.0,5.69,5.73,3.53,2886
37498,37498,152184,152184,0.31,Very Good,I,VS2,63.3,57.0,4.29,4.32,2.72,557
37499,37499,180134,180134,0.3,Premium,H,VVS2,62.2,58.0,4.26,4.3,2.66,605
37500,37500,55288,55288,0.26,Ideal,E,VVS1,62.3,56.0,4.12,4.15,2.57,599
37501,37501,136062,136062,0.52,Ideal,E,VS2,61.5,54.0,5.14,5.18,3.17,1601
37502,37502,188408,188408,1.01,Premium,D,SI2,61.3,56.0,6.53,6.47,3.99,4707
37503,37503,155448,155448,0.9,Ideal,I,SI2,61.3,59.0,6.24,6.19,3.81,2444
37504,37504,52932,52932,0.41,Premium,F,VS1,61.9,58.0,4.8,4.83,2.98,1076
37505,37505,59174,59174,1.51,Premium,F,SI1,62.3,59.0,7.29,7.34,4.56,10800
37506,37506,174795,174795,1.5,Very Good,E,SI2,63.4,58.0,7.19,7.23,4.58,9961
37507,37507,137896,137896,1.51,Premium,I,SI2,59.5,58.0,7.48,7.45,4.46,7943
37508,37508,169511,169511,0.77,Very Good,F,SI1,60.2,57.0,5.93,5.98,3.57,3061
37509,37509,86495,86495,0.4,Ideal,E,SI1,60.5,56.0,4.74,4.79,2.88,687
37510,37510,75513,75513,1.51,Ideal,G,VS1,62.2,57.0,7.36,7.38,4.59,14375
37511,37511,51918,51918,0.43,Ideal,F,VVS2,62.7,55.0,4.82,4.79,3.01,1169
37512,37512,35373,35373,0.34,Very Good,D,VS2,59.4,58.0,4.5,4.54,2.7,863
37513,37513,180235,180235,0.9,Premium,E,SI1,61.5,61.0,6.21,6.18,3.81,4139
37514,37514,5582,5582,0.9,Premium,G,SI1,59.5,60.0,6.22,6.29,3.73,3804
37515,37515,31542,31542,0.42,Ideal,G,VS1,61.9,57.0,4.81,4.78,2.97,921
37516,37516,4132,4132,0.72,Ideal,E,VS1,62.7,56.0,5.68,5.73,3.57,2893
37517,37517,166073,166073,0.38,Ideal,,IF,61.5,55.0,4.66,4.69,2.88,1271
37518,37518,140633,140633,0.53,Ideal,E,VS1,61.2,56.0,5.23,5.21,3.19,1984
37519,37519,140534,140534,1.01,Ideal,G,SI1,60.8,57.0,6.53,6.48,3.95,5273
37520,37520,26728,26728,0.78,Very Good,H,SI2,63.1,57.0,5.86,5.88,3.7,2383
37521,37521,172498,172498,1.41,Premium,G,VS2,61.1,58.0,7.16,7.19,4.41,9694
37522,37522,47517,47517,1.24,Premium,,I1,62.0,57.0,6.88,6.83,4.24,4347
37523,37523,29999,29999,0.37,Ideal,I,IF,61.3,57.0,4.6,4.65,2.84,718
37524,37524,189190,189190,0.52,Premium,G,VS2,62.1,58.0,5.15,5.17,3.21,1577
37525,37525,35855,35855,1.01,Good,F,SI1,63.7,62.0,6.17,6.23,3.94,3881
37526,37526,117557,117557,1.5,Premium,H,SI2,62.2,58.0,7.43,7.39,4.61,7654
37527,37527,81310,81310,0.32,Ideal,F,VVS2,62.5,54.0,4.38,4.41,2.75,740
37528,37528,148207,148207,0.9,Ideal,G,VS2,62.7,56.0,6.14,6.19,3.87,4309
37529,37529,82068,82068,0.31,Ideal,G,VS2,61.7,56.0,4.35,4.36,2.69,544
37530,37530,13529,13529,1.29,Premium,I,SI2,62.2,58.0,6.95,6.9,4.32,5476
37531,37531,51708,51708,0.36,Ideal,E,VS2,61.8,54.0,4.56,4.6,2.83,692
37532,37532,71506,71506,0.32,Ideal,F,VS2,62.7,57.0,4.34,4.38,2.73,645
37533,37533,66166,66166,0.41,Premium,E,VS2,60.9,58.0,4.84,4.79,2.93,1061
37534,37534,36588,36588,1.11,Ideal,E,VS1,61.2,57.0,6.66,6.69,4.08,8545
37535,37535,44223,44223,2.3,Premium,H,SI2,62.0,58.0,8.48,8.4,5.22,17805
37536,37536,74480,74480,0.31,Premium,E,VS1,61.9,61.0,4.32,4.34,2.68,781
37537,37537,167056,167056,0.3,Ideal,E,VS2,62.6,54.0,4.3,4.31,2.7,658
37538,37538,48567,48567,0.36,Ideal,D,SI2,62.0,56.0,4.6,4.56,2.84,689
37539,37539,47500,47500,0.31,Very Good,G,VS1,63.2,58.0,4.26,4.3,2.7,650
37540,37540,90204,90204,2.0,Premium,H,SI1,60.7,60.0,8.11,8.07,4.91,13844
37541,37541,18237,18237,1.01,Ideal,G,VVS2,62.2,56.0,6.44,6.46,4.01,7074
37542,37542,17387,17387,1.05,Ideal,F,SI2,62.2,56.0,6.55,6.51,4.06,5798
37543,37543,22260,22260,0.72,Ideal,F,SI1,61.5,56.0,5.78,5.75,3.54,2745
37544,37544,55819,55819,0.4,Ideal,F,VS1,61.2,57.0,4.73,4.7,2.89,982
37545,37545,26724,26724,0.5,Ideal,E,VS2,62.2,55.0,5.07,5.09,3.16,1611
37546,37546,124944,124944,0.32,Premium,G,VS2,61.4,58.0,4.37,4.42,2.7,561
37547,37547,72979,72979,0.41,Ideal,J,VS1,61.2,56.0,4.78,4.81,2.94,830
37548,37548,171574,171574,2.18,Ideal,J,SI1,62.7,57.0,8.32,8.27,5.23,13736
37549,37549,5766,5766,1.7,Premium,G,VS2,61.9,58.0,7.68,7.64,4.72,14157
37550,37550,54948,54948,0.39,Premium,G,VS2,61.0,58.0,4.71,4.69,2.87,852
37551,37551,87716,87716,0.3,Ideal,D,VS2,62.0,57.0,4.29,4.29,2.66,705
37552,37552,116024,116024,0.9,Very Good,G,VS1,62.6,57.0,6.12,6.15,3.85,4303
37553,37553,72864,72864,0.42,Ideal,G,VS1,61.4,57.0,4.84,4.85,2.98,1097
37554,37554,99665,99665,0.31,Very Good,D,SI1,62.7,56.0,4.3,4.35,2.71,541
37555,37555,186324,186324,0.56,Premium,E,SI1,62.4,58.0,5.28,5.24,3.28,1588
37556,37556,40460,40460,0.71,Ideal,E,SI1,60.2,57.0,5.78,5.82,3.49,2850
37557,37557,119258,119258,0.3,Ideal,D,SI2,60.7,54.0,4.4,4.43,2.67,449
37558,37558,70089,70089,0.38,Ideal,E,VVS2,61.6,56.0,4.64,4.67,2.87,1300
37559,37559,43946,43946,0.41,Premium,G,VS1,61.3,58.0,4.79,4.76,2.93,1069
37560,37560,11316,11316,0.3,Ideal,G,VS2,62.6,56.0,4.29,4.32,2.69,564
37561,37561,81172,81172,1.01,Very Good,G,SI2,61.1,60.0,6.42,6.48,3.94,4249
37562,37562,87371,87371,0.32,Ideal,F,VVS1,61.9,54.0,4.39,4.42,2.73,803
37563,37563,94041,94041,0.94,Premium,H,SI1,62.3,59.0,6.25,6.21,3.87,4685
37564,37564,91445,91445,0.9,Very Good,H,SI2,63.2,56.0,6.12,6.09,3.86,3181
37565,37565,119769,119769,0.4,Ideal,E,VVS2,61.8,56.0,4.76,4.68,2.92,1056
37566,37566,10583,10583,0.31,Premium,F,VS2,62.2,58.0,4.31,4.32,2.68,646
37567,37567,149754,149754,0.5,Ideal,D,VS2,61.6,57.0,5.13,5.09,3.15,1787
37568,37568,83232,83232,0.81,Very Good,F,VS2,60.3,56.0,6.09,6.14,3.68,3896
37569,37569,88331,88331,0.3,Ideal,E,SI1,61.5,56.0,4.31,4.34,2.66,675
37570,37570,16839,16839,0.55,Ideal,H,VS1,60.0,57.0,5.36,5.39,3.22,1684
37571,37571,158657,158657,0.7,Good,I,VVS2,64.0,58.0,5.68,5.61,3.6,2409
37572,37572,164173,164173,0.7,Ideal,G,VVS2,62.4,57.0,5.68,5.65,3.54,2999
37573,37573,116594,116594,1.21,Premium,D,SI1,59.3,60.0,6.94,6.89,4.11,7702
37574,37574,97665,97665,0.41,Very Good,J,VS1,63.1,56.0,4.71,4.72,2.98,647
37575,37575,24647,24647,0.7,Very Good,G,VS2,61.5,56.0,5.7,5.73,3.52,2591
37576,37576,43561,43561,1.11,Premium,G,SI1,62.3,58.0,6.65,6.61,4.13,5051
37577,37577,82067,82067,1.52,Premium,H,SI1,62.6,59.0,7.37,7.29,4.58,8442
37578,37578,174094,174094,0.52,Premium,G,VS1,61.4,57.0,5.19,5.16,3.18,1815
37579,37579,78866,78866,0.57,Ideal,I,SI1,62.2,56.0,5.29,5.37,3.32,2319
37580,37580,81913,81913,0.71,Ideal,I,SI1,61.1,57.0,5.79,5.82,3.54,2065
37581,37581,100340,100340,1.2,Ideal,F,VS2,62.6,55.0,6.83,6.78,4.25,8903
37582,37582,61371,61371,0.43,Ideal,G,IF,61.3,55.0,4.89,4.92,3.02,1213
37583,37583,68319,68319,1.03,Ideal,I,VS1,61.8,54.0,6.52,6.57,4.03,5031
37584,37584,177517,177517,1.11,Premium,H,SI2,62.4,58.0,6.65,6.62,4.13,4836
37585,37585,173659,173659,0.71,Ideal,F,VS2,61.6,57.0,5.72,5.75,3.53,3044
37586,37586,62973,62973,0.33,Ideal,D,VVS2,61.3,56.0,4.44,4.46,2.73,853
37587,37587,105225,105225,0.33,Ideal,,SI2,62.7,57.0,4.38,4.4,2.76,593
37588,37588,110745,110745,0.55,Ideal,H,SI1,62.0,54.0,5.28,5.32,3.3,1216
37589,37589,124600,124600,0.9,Good,E,SI2,63.6,57.0,6.05,6.08,3.86,3335
37590,37590,109270,109270,0.51,Ideal,H,VVS1,62.4,56.0,5.13,5.1,3.19,1777
37591,37591,6257,6257,0.71,Ideal,F,VS1,60.9,56.0,5.76,5.79,3.52,3710
37592,37592,111740,111740,1.09,Ideal,F,SI1,60.9,57.0,6.68,6.65,4.07,7107
37593,37593,147118,147118,0.3,Very Good,G,VVS1,62.1,59.0,4.23,4.27,2.64,789
37594,37594,177746,177746,0.41,Ideal,G,VS2,61.9,56.0,4.8,4.78,2.96,1061
37595,37595,46975,46975,0.3,Ideal,F,VS1,61.1,56.0,4.28,4.31,2.63,621
37596,37596,147846,147846,0.91,Premium,D,SI2,59.2,61.0,6.28,6.24,3.71,3836
37597,37597,30088,30088,0.9,Very Good,I,SI2,63.4,60.0,6.1,6.06,3.87,3101
37598,37598,64107,64107,1.19,Ideal,D,VS2,61.1,57.0,6.84,6.77,4.17,9158
37599,37599,62326,62326,0.31,Ideal,I,VS1,62.0,55.0,4.33,4.31,2.68,628
37600,37600,6904,6904,0.33,Ideal,G,IF,61.3,57.0,4.47,4.49,2.74,924
37601,37601,135357,135357,0.71,Ideal,E,SI1,62.2,56.0,5.75,5.79,3.59,2872
37602,37602,13075,13075,1.53,Premium,I,VS1,59.4,59.0,7.62,7.54,4.48,9781
37603,37603,191281,191281,1.01,Very Good,E,SI2,63.2,56.0,6.33,6.38,4.02,4740
37604,37604,155001,155001,0.31,Very Good,E,SI1,62.8,58.0,4.32,4.35,2.72,544
37605,37605,27864,27864,1.03,Premium,I,VS2,62.0,58.0,6.51,6.46,4.02,5426
37606,37606,144618,144618,0.35,Premium,I,VS2,60.7,58.0,4.51,4.55,2.75,491
37607,37607,159726,159726,0.32,Ideal,F,VS2,61.1,55.0,4.4,4.42,2.69,645
37608,37608,154279,154279,0.3,Premium,E,IF,61.4,58.0,4.3,4.34,2.65,957
37609,37609,11,11,0.23,Ideal,E,VVS2,62.0,57.0,3.96,3.98,2.46,505
37610,37610,161648,161648,0.78,Premium,E,SI2,61.1,57.0,6.0,5.95,3.64,2596
37611,37611,53321,53321,0.32,Premium,H,VS1,61.7,58.0,4.41,4.39,2.72,720
37612,37612,1707,1707,0.52,Very Good,G,SI1,62.8,59.0,5.1,5.07,3.19,1219
37613,37613,56593,56593,1.12,Premium,E,SI2,61.8,58.0,6.62,6.66,4.11,4240
37614,37614,191584,191584,0.55,Premium,F,SI2,62.4,55.0,5.25,5.23,3.27,1191
37615,37615,175048,175048,0.53,Premium,E,VS2,59.2,59.0,5.28,5.24,3.13,1720
37616,37616,17068,17068,0.33,Ideal,G,VVS1,61.3,56.0,4.48,4.49,2.75,887
37617,37617,95426,95426,0.75,Ideal,D,SI1,61.7,57.0,5.87,5.79,3.59,3137
37618,37618,113303,113303,0.38,Premium,D,VS2,58.7,61.0,4.72,4.68,2.79,901
37619,37619,88624,88624,0.32,Good,I,SI1,63.3,56.0,4.35,4.34,2.75,438
37620,37620,160317,160317,0.5,Good,F,SI1,60.9,57.0,5.1,5.08,3.09,1180
37621,37621,28693,28693,0.32,Ideal,F,VVS1,62.1,53.0,4.4,4.42,2.74,828
37622,37622,88581,88581,1.06,Ideal,D,VS1,62.3,56.0,6.53,6.58,4.09,10062
37623,37623,46772,46772,1.0,Ideal,E,SI1,62.7,57.0,6.39,6.32,3.99,5863
37624,37624,125910,125910,0.53,Ideal,D,VS2,61.8,56.0,5.19,5.23,3.22,1787
37625,37625,44646,44646,0.91,Very Good,J,VS2,62.8,56.0,6.2,6.24,3.91,3299
37626,37626,28297,28297,0.32,Very Good,G,VS2,59.7,57.0,4.34,4.41,2.62,561
37627,37627,20233,20233,0.3,Very Good,E,VVS2,61.6,59.0,4.33,4.36,2.67,682
37628,37628,1330,1330,0.77,Ideal,F,VS1,61.4,56.0,5.91,5.95,3.64,3838
37629,37629,107526,107526,0.7,Premium,D,SI2,62.0,58.0,5.68,5.72,3.53,2302
37630,37630,191104,191104,0.42,Ideal,E,VVS2,62.0,55.0,4.8,4.83,2.98,1162
37631,37631,190552,190552,1.53,Ideal,G,SI2,61.7,56.0,7.41,7.44,4.57,9225
37632,37632,165116,165116,0.41,Very Good,G,SI2,63.4,55.0,4.7,4.72,2.99,833
37633,37633,38861,38861,1.5,Very Good,H,SI2,62.5,63.0,7.27,7.2,4.52,7980
37634,37634,78801,78801,0.59,Ideal,H,IF,62.0,56.0,5.38,5.42,3.35,2111
37635,37635,11100,11100,1.51,Very Good,I,SI1,62.2,58.0,7.28,7.33,4.55,8037
37636,37636,51054,51054,1.03,Premium,D,SI1,61.3,59.0,6.47,6.5,3.97,4689
37637,37637,157129,157129,0.4,Ideal,D,VS2,62.1,54.0,4.73,4.77,2.95,1050
37638,37638,125055,125055,0.32,Ideal,H,VS1,62.5,57.0,4.37,4.34,2.73,720
37639,37639,5512,5512,1.25,Premium,J,VS2,62.5,59.0,6.89,6.85,4.29,6124
37640,37640,74792,74792,1.04,Very Good,D,VS1,62.4,58.0,6.44,6.49,4.03,9050
37641,37641,1812,1812,0.7,Ideal,G,SI1,60.1,57.0,5.75,5.78,3.45,2422
37642,37642,165007,165007,1.5,Premium,H,SI1,62.8,59.0,7.24,7.27,4.56,8467
37643,37643,69485,69485,0.75,Premium,G,SI1,62.3,55.0,5.82,5.78,3.61,3007
37644,37644,25861,25861,0.31,Very Good,G,VVS1,61.2,57.0,4.37,4.39,2.68,640
37645,37645,62080,62080,0.71,Very Good,E,SI1,61.3,56.0,5.75,5.78,3.53,3567
37646,37646,150688,150688,0.51,Ideal,J,VS2,61.7,55.0,5.17,5.13,3.18,1175
37647,37647,73051,73051,0.53,Very Good,H,SI1,62.0,56.0,5.21,5.26,3.25,1176
37648,37648,193483,193483,0.71,Ideal,H,SI1,61.9,55.0,5.69,5.74,3.54,2139
37649,37649,79602,79602,0.81,Ideal,E,SI1,61.7,56.0,5.96,6.01,3.69,3690
37650,37650,89195,89195,1.02,Very Good,D,SI2,62.6,60.0,6.39,6.43,4.01,4414
37651,37651,62664,62664,0.32,Premium,G,VVS1,61.5,59.0,4.38,4.41,2.7,815
37652,37652,112587,112587,0.31,Ideal,G,IF,61.0,56.0,4.36,4.4,2.67,924
37653,37653,35793,35793,1.55,Ideal,H,SI1,61.6,55.0,7.46,7.42,4.59,10215
37654,37654,583,583,1.02,Good,G,SI2,63.7,57.0,6.39,6.34,4.05,3620
37655,37655,161030,161030,1.0,Good,F,SI2,63.9,57.0,6.3,6.33,4.02,4135
37656,37656,157461,157461,1.02,Ideal,F,SI1,62.1,58.0,6.4,6.44,3.99,5812
37657,37657,104798,104798,0.35,Ideal,F,VS1,61.9,56.0,4.58,4.53,2.82,754
37658,37658,149996,149996,0.53,Ideal,H,VVS1,61.7,55.0,5.18,5.22,3.21,1727
37659,37659,54417,54417,1.01,Premium,F,SI1,60.1,57.0,6.58,6.52,3.94,5508
37660,37660,169687,169687,0.77,Ideal,E,VS2,62.6,57.0,5.84,5.81,3.65,3276
37661,37661,191386,191386,0.9,Premium,J,VS1,61.6,60.0,6.11,6.07,3.76,2959
37662,37662,48730,48730,0.71,Ideal,G,SI2,62.1,55.0,5.72,5.74,3.56,2852
37663,37663,94596,94596,1.04,Ideal,E,SI2,61.9,55.0,6.51,6.48,4.02,4413
37664,37664,171278,171278,2.01,Premium,G,SI2,60.0,62.0,8.21,8.14,4.92,15153
37665,37665,162121,162121,1.01,Ideal,D,SI2,59.3,59.0,6.57,6.57,3.89,4724
37666,37666,37101,37101,1.01,Ideal,H,SI1,62.0,56.0,6.44,6.38,3.98,5125
37667,37667,182935,182935,1.5,Good,J,VS2,57.5,59.0,7.44,7.48,4.32,7766
37668,37668,62663,62663,1.01,Ideal,F,SI2,62.0,58.0,6.45,6.43,3.99,4320
37669,37669,170108,170108,1.11,Very Good,E,SI2,63.5,57.0,6.53,6.47,4.15,3965
37670,37670,112466,112466,0.32,Ideal,G,VS1,61.4,56.0,4.39,4.42,2.7,654
37671,37671,39699,39699,0.72,Very Good,G,VVS2,62.5,57.0,5.68,5.76,3.58,2959
37672,37672,187734,187734,0.7,Very Good,G,SI1,62.3,60.0,5.66,5.69,3.53,2161
37673,37673,178661,178661,0.33,Ideal,E,VS2,61.6,56.0,4.44,4.43,2.73,928
37674,37674,20805,20805,0.46,Very Good,D,VS2,62.5,57.0,4.9,4.97,3.1,1317
37675,37675,7602,7602,0.31,Premium,I,VVS2,60.5,58.0,4.33,4.38,2.63,544
37676,37676,184988,184988,1.16,Ideal,G,SI2,62.0,56.0,6.64,6.77,4.18,4769
37677,37677,31864,31864,0.34,Ideal,D,SI2,61.9,56.0,4.53,4.5,2.79,658
37678,37678,93092,93092,0.61,Very Good,H,VVS2,63.7,56.0,5.34,5.36,3.4,2107
37679,37679,27557,27557,1.01,Premium,E,SI1,61.9,61.0,6.42,6.36,3.96,5158
37680,37680,80848,80848,0.5,Ideal,E,VS1,61.5,57.0,5.09,5.12,3.14,1957
37681,37681,177882,177882,0.31,Ideal,G,VVS1,61.2,55.0,4.41,4.38,2.69,1046
37682,37682,112690,112690,0.4,Very Good,,VVS2,61.6,55.0,4.75,4.79,2.94,1255
37683,37683,69338,69338,0.53,Premium,E,SI1,63.0,58.0,5.16,5.14,3.24,1395
37684,37684,186695,186695,1.53,Very Good,G,SI1,63.1,56.0,7.32,7.26,4.6,10150
37685,37685,188395,188395,0.38,Ideal,E,VS2,61.3,54.0,4.66,4.7,2.87,838
37686,37686,97642,97642,0.76,Ideal,H,SI1,61.9,56.0,5.82,5.88,3.62,2978
37687,37687,11666,11666,0.44,Very Good,H,VVS1,61.0,57.0,4.9,4.92,2.99,1194
37688,37688,180273,180273,0.4,Good,E,SI1,63.6,56.0,4.69,4.66,2.98,882
37689,37689,134340,134340,1.21,Premium,H,SI1,61.9,58.0,6.8,6.84,4.22,6104
37690,37690,162290,162290,0.32,Premium,G,VS2,60.6,59.0,4.45,4.47,2.7,561
37691,37691,40781,40781,1.01,Premium,I,VS2,59.6,58.0,6.52,6.5,3.88,4510
37692,37692,116540,116540,0.9,Premium,E,SI2,62.1,61.0,6.13,6.06,3.79,4118
37693,37693,138493,138493,0.44,Ideal,F,VVS2,61.7,55.0,4.83,4.88,2.99,1240
37694,37694,169905,169905,0.41,Ideal,E,VS2,62.0,55.0,4.75,4.78,2.95,1071
37695,37695,38659,38659,0.3,Very Good,G,IF,61.4,56.0,4.31,4.34,2.66,1046
37696,37696,120090,120090,0.43,Very Good,G,VVS2,62.8,58.0,4.77,4.8,3.01,1088
37697,37697,69416,69416,0.32,Ideal,G,IF,61.9,57.0,4.39,4.42,2.72,873
37698,37698,44862,44862,0.83,Ideal,I,SI1,61.3,57.0,6.08,6.13,3.73,2948
37699,37699,27360,27360,0.33,Ideal,E,VS2,61.8,55.0,4.42,4.39,2.73,928
37700,37700,6396,6396,1.2,Ideal,G,VS1,61.9,55.0,6.87,6.82,4.24,8452
37701,37701,79679,79679,0.95,Very Good,G,SI2,63.8,59.0,6.16,6.21,3.93,3701
37702,37702,177787,177787,1.11,Ideal,H,SI2,62.3,58.0,6.61,6.64,4.14,4467
37703,37703,79909,79909,0.51,Ideal,F,VVS2,60.8,57.0,5.2,5.16,3.15,2039
37704,37704,130991,130991,0.71,Ideal,D,SI1,61.8,55.0,5.73,5.75,3.55,2581
37705,37705,260,260,2.2,Very Good,H,SI1,60.2,61.0,8.49,8.45,5.08,18363
37706,37706,155339,155339,0.52,Ideal,D,VS2,60.4,57.0,5.26,5.2,3.16,2030
37707,37707,161343,161343,1.01,Ideal,E,SI1,62.8,55.0,6.4,6.43,4.02,5266
37708,37708,41071,41071,0.77,Ideal,E,VS1,61.4,55.0,5.9,5.95,3.63,3669
37709,37709,36077,36077,0.56,Ideal,F,VS1,60.6,56.0,5.36,5.38,3.26,2230
37710,37710,123730,123730,0.9,Ideal,F,SI1,62.1,56.0,6.19,6.13,3.84,4579
37711,37711,51284,51284,1.22,Ideal,F,VS1,61.9,55.0,6.87,6.82,4.25,10602
37712,37712,138734,138734,0.31,Ideal,D,VS2,61.5,56.0,4.35,4.4,2.69,734
37713,37713,61017,61017,0.34,Premium,D,SI1,61.5,59.0,4.51,4.54,2.78,626
37714,37714,78544,78544,0.27,Ideal,G,SI1,61.7,56.0,4.12,4.17,2.56,397
37715,37715,69557,69557,0.31,Very Good,G,VS1,62.9,55.0,4.3,4.33,2.71,645
37716,37716,104497,104497,1.24,Ideal,H,SI1,62.0,57.0,6.91,6.87,4.27,6046
37717,37717,180961,180961,1.0,Premium,F,VS1,61.8,59.0,6.36,6.32,3.93,6826
37718,37718,29961,29961,0.43,Ideal,E,VVS2,61.3,56.0,4.89,4.91,3.0,1356
37719,37719,69762,69762,1.24,Ideal,G,VS1,62.0,56.0,6.85,6.9,4.27,9625
37720,37720,42650,42650,0.47,Very Good,E,SI1,60.5,57.0,4.98,5.0,2.99,1239
37721,37721,105398,105398,1.03,Premium,G,VS2,62.3,60.0,6.46,6.43,4.01,6213
37722,37722,151616,151616,0.58,Very Good,G,VVS2,58.6,63.0,5.46,5.42,3.19,2127
37723,37723,32011,32011,0.57,Ideal,G,VS1,62.0,57.0,5.3,5.35,3.31,1749
37724,37724,139217,139217,0.32,Premium,G,VS2,61.2,59.0,4.41,4.39,2.69,561
37725,37725,141085,141085,0.23,Ideal,F,VS1,61.1,55.0,3.96,3.99,2.43,425
37726,37726,18519,18519,0.34,Ideal,F,VS2,62.1,54.0,4.47,4.5,2.78,880
